571 1 0.0 1.0 0.0 0.0 0.0
600 0 1.5719364881515503 0.7067035436630249 -0.02342238649725914 -0.0018021994037553668 0.7071197628974915
725 1 0.0 1.0 0.0 0.0 0.0
754 0 1.5712685585021973 0.7069398164749146 -0.017985252663493156 -0.0030731577426195145 0.7070383429527283
879 1 0.0 1.0 0.0 0.0 0.0
908 0 1.5716633796691895 0.7068001627922058 -0.018697015941143036 -0.002986424369737506 0.7071598768234253
1033 1 0.0 1.0 0.0 0.0 0.0
1062 0 1.5708129405975342 0.7071009278297424 -0.02098320797085762 -0.0036165136843919754 0.7067919373512268
1187 1 0.0 1.0 0.0 0.0 0.0
1216 0 1.5708882808685303 0.7070742845535278 -0.02235765941441059 -0.005942598916590214 0.7067607045173645
1341 1 0.0 1.0 0.0 0.0 0.0
1370 0 1.5713309049606323 0.7069177627563477 -0.020363228395581245 -0.00347882485948503 0.7069939374923706
1495 1 0.0 1.0 0.0 0.0 0.0
1524 0 1.5716075897216797 0.7068198919296265 -0.017954986542463303 -0.005140459630638361 0.7071470022201538
1649 1 0.0 1.0 0.0 0.0 0.0
1678 0 1.5719436407089233 0.7067010402679443 -0.023945333436131477 -0.0061590420082211494 0.707080066204071
1803 1 0.0 1.0 0.0 0.0 0.0
1833 0 1.570922613143921 0.7070621252059937 -0.024491118267178535 -0.0039087822660803795 0.7067164182662964
1957 1 0.0 1.0 0.0 0.0 0.0
1986 0 1.5719486474990845 0.7066992521286011 -0.01858280599117279 -0.0016298723639920354 0.7072681784629822
2111 1 0.0 1.0 0.0 0.0 0.0
2141 0 1.572083830833435 0.7066514492034912 -0.011899573728442192 -0.0034611874725669622 0.7074533104896545
2266 1 0.0 1.0 0.0 0.0 0.0
2295 0 1.572283387184143 0.7065808176994324 -0.01553421188145876 -0.004327082075178623 0.7074486017227173
2420 1 0.0 1.0 0.0 0.0 0.0
2449 0 1.5719599723815918 0.7066952586174011 -0.012258360162377357 -0.002100166166201234 0.7074087262153625
2574 1 0.0 1.0 0.0 0.0 0.0
2603 0 1.572540521621704 0.7064898610115051 -0.02154463529586792 -0.007299178279936314 0.7073575258255005
2727 1 0.0 1.0 0.0 0.0 0.0
2757 0 1.5717546939849854 0.7067678570747375 -0.017057830467820168 -0.006479282863438129 0.7072101831436157
2882 1 0.0 1.0 0.0 0.0 0.0
2911 0 1.5710797309875488 0.707006573677063 -0.02151978388428688 -0.008886183612048626 0.7068235874176025
3036 1 0.0 1.0 0.0 0.0 0.0
3065 0 1.571679711341858 0.7067943811416626 -0.020931703969836235 -0.004344598390161991 0.7070959806442261
3190 1 0.0 1.0 0.0 0.0 0.0
3219 0 1.5712720155715942 0.7069385647773743 -0.01976672187447548 -0.0044826180674135685 0.7069845795631409
3344 1 0.0 1.0 0.0 0.0 0.0
3373 0 1.5723216533660889 0.7065672874450684 -0.014356036670506 -0.0059370300732553005 0.7074754238128662
3498 1 0.0 1.0 0.0 0.0 0.0
3527 0 1.5708094835281372 0.7071021199226379 -0.019088149070739746 -0.006038648542016745 0.7068279385566711
3653 1 0.0 1.0 0.0 0.0 0.0
3682 0 1.5713404417037964 0.7069143652915955 -0.01555013470351696 -0.006188047118484974 0.707101047039032
3807 1 0.0 1.0 0.0 0.0 0.0
3837 0 1.5723942518234253 0.7065415978431702 -0.016667475923895836 -0.004919413477182388 0.7074581384658813
3961 1 0.0 1.0 0.0 0.0 0.0
3991 0 1.571414589881897 0.7068881392478943 -0.017729151993989944 -0.005976205691695213 0.7070779800415039
4116 1 0.0 1.0 0.0 0.0 0.0
4145 0 1.5711877346038818 0.706968367099762 -0.021209169179201126 -0.004073784686625004 0.7069154381752014
4270 1 0.0 1.0 0.0 0.0 0.0
4299 0 1.5723681449890137 0.7065508365631104 -0.01853933557868004 -0.004580244421958923 0.707404613494873
4424 1 0.0 1.0 0.0 0.0 0.0
4453 0 1.572312355041504 0.706570565700531 -0.01693674735724926 -0.0016061378410086036 0.707438051700592
4579 1 0.0 1.0 0.0 0.0 0.0
4608 0 1.572411060333252 0.7065356373786926 -0.02089579403400421 -0.006022267509251833 0.7073432803153992
4733 1 0.0 1.0 0.0 0.0 0.0
4762 0 1.5723576545715332 0.7065545320510864 -0.0240793377161026 -0.0034200670197606087 0.707240641117096
4887 1 0.0 1.0 0.0 0.0 0.0
4916 0 1.5718600749969482 0.7067306041717529 -0.02145269140601158 -0.003688815515488386 0.7071477770805359
5041 1 0.0 1.0 0.0 0.0 0.0
5071 0 1.5722180604934692 0.7066039443016052 -0.014057338237762451 -0.005621692631393671 0.7074472904205322
5196 1 0.0 1.0 0.0 0.0 0.0
5225 0 1.5721056461334229 0.7066437005996704 -0.013583588413894176 -0.0029367227107286453 0.7074331045150757
5350 1 0.0 1.0 0.0 0.0 0.0
5379 0 1.5716862678527832 0.7067920565605164 -0.018435480073094368 -0.003343534655869007 0.7071731686592102
5504 1 0.0 1.0 0.0 0.0 0.0
