time_micros,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
15322722,-0.31057479977607727,0.07599806785583496,10.065256118774414,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15323934,-0.3973442316055298,0.07659648358821869,10.273503303527832,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15325017,-0.6785969734191895,0.2010657638311386,9.96412467956543,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15325997,-0.4787279963493347,0.10172969847917557,10.066452980041504,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15327015,-0.26689085364341736,0.037699829787015915,10.067649841308594,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15328015,-0.4386345446109772,-0.09873764961957932,9.993447303771973,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15328979,-0.3446841537952423,-0.10651697963476181,10.117916107177734,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15329946,-0.34588098526000977,-0.09155672788619995,10.168781280517578,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15330913,-0.2501353919506073,-0.08796627074480057,10.252558708190918,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15331880,-0.3602428138256073,0.06402987241744995,10.02037525177002,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15333322,-0.37879353761672974,0.01436183974146843,10.055682182312012,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15334497,-0.4021315276622772,-0.08138375729322433,10.122105598449707,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15335472,-0.44222500920295715,0.004787280224263668,10.060468673706055,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15336443,-0.33331435918807983,-0.025133220478892326,10.161600112915039,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15337414,-0.46556299924850464,0.0610378198325634,10.028155326843262,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15338385,-0.5822529196739197,0.12446928024291992,10.147836685180664,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15339355,-0.6648335456848145,0.26449722051620483,10.222638130187988,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15340534,-0.3763999044895172,0.024534810334444046,10.172371864318848,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15341670,-0.19388484954833984,-0.08976150304079056,10.091586112976074,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15342856,-0.10711538791656494,-0.18550710380077362,10.085003852844238,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15343957,-0.010172969661653042,-0.1555866003036499,10.073634147644043,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15345091,-0.22799421846866608,-0.06402987241744995,10.026359558105469,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15346359,-0.24534809589385986,0.07001397013664246,10.229819297790527,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
15347559,-0.45957887172698975,0.12746132910251617,10.104751586914062,0.028099801391363144,-0.04245513305068016,-0.007941247895359993
