,accel_freq,accel_fourier_x,accel_fourier_y,accel_fourier_z
0,0.0,654.3554998384485,381.0789913635166,41369.3209928632
1,0.20575505108074899,5.066372378520364,2.394932943574208,0.15008093149147095
2,0.41151010216149797,2.2730804648030816,1.973115416809989,2.391580525712305
3,0.617265153242247,1.616937586186048,0.27711930641992916,1.636784113066363
4,0.8230202043229959,3.2521720124919877,1.6742536278147322,0.5797156948845922
5,1.0287752554037448,1.836755910479325,1.8219524401742457,1.7950293239807893
6,1.234530306484494,3.829110114385074,2.981412301410999,1.988774477004146
7,1.440285357565243,1.9974715652906576,0.5639271813445652,1.3907001226277886
8,1.6460404086459919,3.2662006244936177,2.2010530025575314,2.1628042670027754
9,1.8517954597267408,1.7876626673938303,0.9836733820005036,1.3040585515806788
10,2.0575505108074896,3.2425387436029065,0.14845259700446517,5.452340471330525
11,2.263305561888239,5.19017558110149,1.6982969062588291,0.7937746221577558
12,2.469060612968988,1.6819102961197345,2.6671967591723047,0.5768295666690615
13,2.6748156640497367,3.72144536402455,0.7529757430020663,2.2268326655295
14,2.880570715130486,4.363389436866279,3.0141735874875684,2.5492250779007954
15,3.086325766211235,3.1205483377348937,2.266293951892812,0.6522826115305189
16,3.2920808172919838,2.148588850648238,2.2188479426463203,2.1694542590124937
17,3.4978358683727326,2.5225128583454524,1.9956915153453005,4.433632161141499
18,3.7035909194534815,1.7014513089135899,3.360945261629289,1.6577968061365462
19,3.909345970534231,4.134876322293045,1.4573308519168293,0.5376119408856294
20,4.115101021614979,2.474294388847003,0.7259548689840674,1.001289986492889
21,4.320856072695729,2.3220061630224396,0.2502642786181074,0.7616041445745718
22,4.526611123776478,1.1033465587618825,1.832562312959123,1.1619530322224474
23,4.732366174857226,2.3296411098979926,1.2805515972769106,2.787763368237796
24,4.938121225937976,1.814629810139918,1.7435224942583076,2.5690339376856817
25,5.143876277018725,4.075885678459767,0.4512913494998049,4.000149035773011
26,5.349631328099473,3.5597536210950476,1.9996714736133072,1.2865206165829366
27,5.555386379180223,1.6307994414232156,2.9060277340360408,0.6967771530544989
28,5.761141430260972,4.061357083201344,1.2242265816977216,2.80343014266415
29,5.9668964813417205,3.7241434522842964,1.033678712122897,2.269927600669353
30,6.17265153242247,2.6877437234589507,0.7501326623797849,5.666455774417187
31,6.378406583503218,1.231092092172768,1.3829020574368611,1.556306641072638
32,6.5841616345839675,2.4482481689677993,1.9315181940944253,1.2355338004244296
33,6.789916685664717,1.9256378930786209,2.182547828214922,2.7908796768527813
34,6.995671736745465,3.837295714903499,1.6924050346616997,4.585469567692437
