,accel_freq,accel_fourier_x,accel_fourier_y,accel_fourier_z
0,0.0,655.5443984466835,381.3678944072451,1187.2639019393905
1,1.4023637068696288e-11,3.9314239553500197,2.110486832061076,0.346794612691592
2,2.8045395769158287e-11,1.089122100909917,1.804125933723943,2.1019550342312345
3,4.206522332813392e-11,2.276981188524416,0.4558197899293728,1.9334330092531815
4,5.608319583348911e-11,2.8119183616958794,1.5185089539265466,0.6451005566699036
5,7.009924038964672e-11,1.571204463491454,1.6248955006827608,1.508399302044782
6,8.411340327836095e-11,3.5141797623133137,3.1020426079408887,1.8397041640943694
7,9.812559312267086e-11,2.765761059743235,0.3719488767540393,1.685574841457048
8,1.1213596968239533e-10,2.2813783302588817,1.9609625959826704,1.9506338737897555
9,1.2614419535301237e-10,1.4427930854655344,1.215159728281492,1.4309326248577188
10,1.401508675967477e-10,2.168936097861959,0.4138236523379379,5.332604591427283
11,1.5415547664580988e-10,5.724954573093325,1.57515686176457,1.08858975867158
12,1.6815828838158853e-10,0.6026251725685482,2.583938926171229,0.7272892415961539
13,1.821590474069627e-10,2.5336597582023606,1.026629415332362,2.1675216841719864
14,1.9615803078492568e-10,3.2859613327965964,3.2588202133094013,2.4611116990779274
15,2.1015497835502802e-10,2.434120600751398,2.4369647946990263,0.7929910958715198
16,2.2415069766886717e-10,2.8824464422701443,2.4354825390375905,2.450984431198166
17,2.381437589055231e-10,1.5665582251353836,1.7963830820801727,4.147388744793756
18,2.5213502832045186e-10,0.9738386254848248,3.1884770920620276,1.4056733819138887
19,2.661244058104248e-10,3.443737941052068,1.2440256703585664,0.7535897514879043
20,2.801123280373835e-10,2.021779752014863,0.5490031497671854,0.7933087730668804
21,2.9409798543045793e-10,1.3199173375587796,0.2886639407854234,0.8988396430224436
22,3.080823633009471e-10,2.1771555005697154,1.5471461481574964,0.9456157812365469
23,3.2206417917698515e-10,1.2903334867843443,1.1229970516580394,2.684991655841263
24,3.3604389866725457e-10,0.673030526436803,2.0201509984544166,2.4419017634828575
25,3.500216988811779e-10,3.3529765748887574,0.6005899875778018,4.296027144201403
26,3.639982481492313e-10,2.594156549135056,2.2828580791874367,1.4681494746073327
27,3.7797208488074245e-10,1.273701288634697,2.99423369657297,0.409432337772812
28,3.9194365523366817e-10,3.000093745579624,1.3525341941610818,2.9832318725631133
29,4.0591310981106957e-10,3.9119956497231065,0.7503545574490909,2.3071798572233355
30,4.1988204498921234e-10,2.0064724733609958,0.48405975026061987,5.3801679901801815
31,4.338486154047582e-10,0.10772344992683576,1.1038050807099815,1.6768826858094648
32,4.478167265121775e-10,2.3591453210198776,1.9379434547291992,1.3843733780111918
33,4.61777250830342e-10,3.0868618849433447,1.9828213742970573,2.538253096691105
34,4.757373708057597e-10,2.682878190975027,1.488049221175501,4.527758107181863
35,4.896965569977046e-10,1.8821713656475492,0.1298539313256732,1.8505675267212292
36,5.036530488385261e-10,1.8782925839558418,2.310718537704773,2.8417937304227148
37,5.176084702862002e-10,2.9479383504332213,2.0116487700609635,4.326661310641036
38,5.315614291957991e-10,0.11304832233820347,1.2894694212943767,0.5781207452147036
39,5.455133494437118e-10,2.7673816692547466,1.6343242545926764,4.2446241063738634
40,5.594631124862513e-10,0.927771679343653,1.9330256416409264,0.15528120766167633
41,5.734110913591856e-10,5.106092568908303,0.1992368725955996,2.0813247634620473
