time_micros,gyro_x,gyro_y,gyro_z,rotation_x,rotation_y,rotation_z,total_rotation
15322722,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.0,0.0,0.0,0.0
15323934,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.0019513200301557038,-0.002948189930274053,-0.000551459986027179,0.003578209306517057
15325017,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.003694950057101766,-0.005582587367969433,-0.0010442249735415643,0.006775569602687002
15325997,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.005272750081485091,-0.007966437311590366,-0.0014901249622434089,0.00966884115416119
15327015,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.006911730106813892,-0.010442722253025173,-0.0019533149505071615,0.012674300786202746
15328015,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.008521730131694837,-0.012875222195495514,-0.0024083149389784314,0.015626618695870283
15328979,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.010073770155680067,-0.015220152140036924,-0.0028469349278647353,0.018472653160789793
15329946,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.01163064017973994,-0.017572379584405745,-0.0032869199167164533,0.021327544579438303
15330913,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.013187510203799812,-0.019924607028774563,-0.0037269049055681713,0.024182435998086813
15331880,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.014744380227859684,-0.02227683447314338,-0.004166889894419889,0.027037327416735323
15333322,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.017066000263738005,-0.025784499390185612,-0.00482299987779546,0.03129456984247591
15334497,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.018957750292973113,-0.028642686822588262,-0.005357624864249202,0.03476354338633527
15335472,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.020527500317232033,-0.031014374266496843,-0.005801249853008689,0.037642053348261116
15336443,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.022090810341391428,-0.033376331710635546,-0.006243054841814292,0.040508754038548304
15337414,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.023654120365550823,-0.03573828915477425,-0.006684859830619895,0.04337545472883548
15338385,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.025217430389710218,-0.03810024659891295,-0.007126664819425498,0.04624215541912266
15339355,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.026779130413844734,-0.04045977154310918,-0.0075680148082426305,0.04910590379150017
15340534,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.028677320443179367,-0.04332768897528171,-0.008104459794650257,0.0525866866069982
15341670,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.03050628047144412,-0.04609100890992802,-0.008621339781553619,0.05594051975238053
15342856,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.032415740500952916,-0.04897595384169784,-0.009160969767880545,0.05944196879324622
15343957,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.03418835052834684,-0.05165413627835769,-0.009661924755187413,0.06269247081179019
15345091,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.03601409055656183,-0.05441259121311905,-0.010177894742113834,0.06604039932135318
15346359,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.03805557058811087,-0.05749700114017144,-0.010754834727495404,0.06978393843081161
15347559,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.039987570617968,-0.06041600107113585,-0.011300834713660928,0.07332671992241266
15348619,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.041694170644341805,-0.06299445101015441,-0.011783134701440474,0.07645617690666025
15349584,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.043247820668351915,-0.0653418134546383,-0.012222209690315249,0.07930516368948944
15350547,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.04479825069231226,-0.06768431089923724,-0.012660374679213082,0.08214824583649927
15351515,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.04635673071639702,-0.07003897084354853,-0.013100814668053271,0.08500608957305746
15352687,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.04824365074555748,-0.07288986077612376,-0.0136340746545416,0.0884662061631878
15353821,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.050069390773772475,-0.07564831571088514,-0.01415004464146802,0.0918141346727508
15354793,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.05163431079795675,-0.0780127056549663,-0.014592304630262095,0.09468378768094765
15355756,0.0280998013913631,-0.0424551330506801,-0.0079412478953599,0.0531847408219171,-0.08035520309956524,-0.015030469619159928,0.09752686982795748
