x y z
0.065363 -0.045815 -0.021991
0.027184 -0.038790 -0.015577
0.029932 -0.028100 -0.012828
0.043982 -0.043371 -0.029016
0.033292 -0.041539 -0.033903
0.031460 -0.041844 -0.033292
0.037263 -0.030543 -0.007941
0.044899 -0.030543 -0.024129
0.044899 -0.035430 -0.034819
0.032070 -0.049175 -0.003360
0.035736 -0.043371 -0.005498
0.033903 -0.051007 -0.018326
0.043982 -0.034208 -0.015272
0.036652 -0.020159 -0.010385
0.032376 -0.024435 -0.003971
0.036957 -0.049480 -0.030849
0.044593 -0.049175 -0.029322
0.042455 -0.059559 -0.030849
0.043066 -0.027184 -0.010690
0.036346 -0.029016 -0.021686
0.027794 -0.030543 -0.029322
0.032070 -0.047647 -0.012217
0.040623 -0.043066 -0.012828
0.000000 -0.044288 -0.014355
0.043677 -0.027794 -0.018631
0.043066 -0.027794 -0.016188
0.018937 -0.038485 -0.014355
0.029016 -0.051924 -0.027489
0.029016 -0.036346 -0.025656
0.029627 -0.036652 -0.012217
0.025656 -0.032987 -0.016188
0.032987 -0.031154 -0.027489
0.039095 -0.041844 -0.006109
0.026267 -0.036652 -0.011301
0.025656 -0.028711 -0.015272
0.043982 -0.040012 -0.021075
0.037874 -0.023824 -0.019242
0.044593 -0.034208 -0.011912
0.035736 -0.038179 -0.018631
0.034514 -0.030849 -0.026573
0.032070 -0.032987 -0.024435
0.030543 -0.036652 -0.017104
0.025351 -0.040012 -0.025962
0.026267 -0.037568 -0.030238
0.038790 -0.034208 -0.004581
0.034819 -0.023824 -0.014355
0.066279 -0.027794 -0.020769
0.028711 -0.046426 -0.013439
0.017104 -0.039706 -0.018631
0.041233 -0.059559 -0.018021
0.030543 -0.025351 -0.022602
0.024740 -0.022907 -0.017104
0.038790 -0.032070 -0.019548
0.037263 -0.031460 -0.025045
0.045815 -0.037568 -0.024435
0.020464 -0.033903 -0.015577
0.016188 -0.035430 -0.023518
0.024435 -0.040928 -0.022907
0.036346 -0.021075 -0.016188
0.026878 -0.025656 -0.024435
0.032070 -0.034208 -0.019548
0.041233 -0.031154 -0.010996
0.029016 -0.031460 -0.019242
0.034819 -0.032987 -0.014661
0.035430 -0.039706 -0.027489
0.037263 -0.035736 -0.027489
0.043982 -0.046120 -0.021686
0.026267 -0.037263 -0.017104
0.032070 -0.036346 -0.018326
0.002443 -0.040928 -0.019548
0.038179 -0.036652 -0.020159
0.031460 -0.032987 -0.023518
0.043982 -0.036346 -0.019242
0.037263 -0.031460 -0.019548
0.024435 -0.034208 -0.014355
0.027184 -0.038485 -0.018631
0.036346 -0.038485 -0.023518
0.025656 -0.022907 -0.011912
0.024435 -0.033292 -0.015882
0.027184 -0.032987 -0.019853
0.044593 -0.039095 -0.010996
0.042761 -0.039095 -0.019548
0.047037 -0.042455 -0.016188
0.022907 -0.029932 -0.017410
0.021380 -0.025656 -0.016493
0.027184 -0.023824 -0.010690
0.029322 -0.041539 -0.029322
0.038790 -0.054367 -0.031154
0.032987 -0.044899 -0.025351
0.031154 -0.021075 -0.010690
0.028100 -0.020464 -0.025351
0.042761 -0.017104 -0.023213
0.032987 -0.052534 -0.015577
0.023824 -0.047647 -0.024740
0.038179 -0.062614 -0.017104
0.030543 -0.025351 -0.017104
0.023824 -0.025656 -0.018021
0.041233 -0.048564 -0.017410
0.047953 -0.043371 -0.016493
0.047953 -0.043066 -0.024435
0.033292 -0.021075 -0.008552
0.029016 -0.026267 -0.018631
0.032376 -0.030543 -0.015882
0.032987 -0.040012 -0.016188
0.034819 -0.046120 -0.016799
0.042150 -0.044288 -0.015882
0.034514 -0.036346 -0.021686
0.033598 -0.039401 -0.019242
0.028100 -0.032070 -0.017715
0.035736 -0.034208 -0.021991
0.024435 -0.040928 -0.024435
0.037263 -0.043982 -0.023213
0.036346 -0.037263 -0.017715
0.033598 -0.039706 -0.025351
0.039095 -0.041844 -0.019242
0.036957 -0.038179 -0.021686
0.035430 -0.037568 -0.031765
0.035736 -0.049480 -0.025962
0.037874 -0.033292 -0.012217
0.028711 -0.025656 -0.018937
0.043982 -0.051924 -0.016188
0.039706 -0.046731 -0.014050
0.042150 -0.043066 -0.019853
0.039706 -0.030238 -0.019853
0.051313 -0.033292 -0.018937
0.035430 -0.025351 -0.025351
0.030543 -0.043982 -0.011606
0.032987 -0.037263 -0.014966
0.028100 -0.032987 -0.024740
0.045509 -0.034819 -0.010079
0.040317 -0.026267 -0.009163
0.038790 -0.030238 -0.015577
0.029322 -0.044899 -0.021991
0.025351 -0.051618 -0.022297
0.034819 -0.039706 -0.014661
0.034819 -0.040928 -0.029322
0.036346 -0.043371 -0.024740
0.027794 -0.038179 -0.029322
0.039706 -0.036346 -0.008552
0.039095 -0.037263 -0.015577
0.037263 -0.041539 -0.015882
0.044593 -0.039706 -0.017715
0.039706 -0.040928 -0.020769
0.029627 -0.040012 -0.013439
0.036957 -0.036652 -0.016188
0.028100 -0.039706 -0.024435
0.050396 -0.041844 -0.017104
0.040623 -0.041844 -0.021686
0.032987 -0.037263 -0.017104
0.047342 -0.038179 -0.020464
0.049175 -0.043982 -0.023518
0.034819 -0.035430 -0.027489
0.027794 -0.037263 -0.016799
0.022907 -0.043982 -0.016799
0.028100 -0.047647 -0.019242
0.037263 -0.041844 -0.022602
0.045509 -0.039706 -0.012828
0.028100 -0.042455 -0.018326
0.050396 -0.041844 -0.024435
0.049175 -0.043066 -0.029322
0.049786 -0.049480 -0.023518
0.025351 -0.021991 -0.017715
0.037263 -0.038485 -0.023518
0.000611 -0.039095 -0.029932
0.029932 -0.051924 -0.017715
0.031460 -0.052840 -0.019548
0.044593 -0.035736 -0.021686
0.033292 -0.029016 -0.021991
0.028100 -0.036652 -0.025045
0.027794 -0.046731 -0.023213
0.034819 -0.043982 -0.024129
0.041233 -0.056200 -0.033292
0.019853 -0.043371 -0.014661
0.021991 -0.041539 -0.027794
0.036346 -0.044288 -0.028100
0.033903 -0.051313 -0.008858
0.025656 -0.046120 -0.008858
0.040012 -0.038485 -0.011912
0.044593 -0.042455 -0.018631
0.038179 -0.034208 -0.018326
0.052229 -0.039706 -0.018631
0.029016 -0.029932 -0.020769
0.044593 -0.035736 -0.026573
0.042150 -0.044288 -0.035736
0.037263 -0.048564 -0.010996
0.032376 -0.049480 -0.019242
0.014050 -0.044288 -0.027489
0.038790 -0.044899 -0.022602
