frame robot_id x y phi px py
717 16 300.923 -49.3326 1.5708 2453.3 1102.09
718 16 300.665 -47.1438 1.51026 2452.94 1098.08
719 16 300.818 -45.543 1.5708 2453.27 1095.14
720 16 300.13 -43.4042 1.5708 2452.17 1091.23
721 16 298.713 -41.4936 1.5708 2449.79 1087.77
722 16 297.307 -39.7449 1.5708 2447.43 1084.61
723 16 297.308 -37.6033 1.5708 2447.51 1080.68
724 16 298.094 -35.7752 1.51956 2448.95 1077.29
725 16 298.97 -33.8497 1.49097 2450.54 1073.73
726 16 299.807 -31.9703 1.5708 2452.06 1070.24
727 16 300.07 -30.1927 1.5708 2452.59 1066.97
728 16 299.586 -28.1214 1.5708 2451.83 1063.18
729 16 298.299 -26.245 1.5708 2449.68 1059.78
730 16 298.043 -24.0724 1.5708 2449.32 1055.79
731 16 297.413 -22.4169 1.5708 2448.3 1052.77
732 16 298.47 -20.4531 1.52915 2450.2 1049.13
733 16 300.31 -18.8686 1.5708 2453.45 1046.15
734 16 299.592 -16.8833 1.5708 2452.29 1042.53
735 16 300.101 -15.0511 1.5708 2453.24 1039.14
736 16 298.703 -13.1848 1.5708 2450.9 1035.76
737 16 298.282 -11.0935 1.5708 2450.25 1031.92
738 16 297.789 -9.45961 1.5708 2449.46 1028.94
739 16 300.609 -8.00867 1.5708 2454.4 1026.17
740 16 299.641 -6.02702 1.5708 2452.8 1022.56
741 16 299.278 -4.33834 1.5708 2452.24 1019.47
742 16 299.357 -2.2888 1.5708 2452.46 1015.69
743 16 300.399 -0.620507 1.5708 2454.33 1012.59
744 16 300.353 1.58115 1.5708 2454.34 1008.54
745 16 298.345 3.25884 1.6421 2450.93 1005.52
746 16 297.607 5.08046 1.6563 2449.72 1002.19
747 16 297.123 6.93955 1.65394 2448.96 998.787
748 16 297.284 8.97771 1.67047 2449.32 995.03
749 255 297.232 10.8136 1.5708 2449.3 991.652
750 16 296.514 12.5884 1.68145 2448.13 988.408
751 16 295.514 14.5082 1.75065 2446.47 984.906
752 16 295.406 16.37 1.76819 2446.36 981.482
753 16 295.246 18.4738 1.78947 2446.16 977.613
754 16 294.787 20.2139 1.80189 2445.44 974.423
755 16 294.073 22.3753 1.81577 2444.29 970.466
756 16 293.278 24.1702 1.8491 2442.98 967.185
757 16 292.8 25.9715 1.8693 2442.22 963.882
758 16 292.034 28.1197 1.89255 2440.98 959.949
759 16 291.388 29.952 1.91009 2439.93 956.594
760 16 290.199 31.7227 1.92957 2437.94 953.369
761 16 289.304 33.2644 1.9513 2436.45 950.557
762 16 288.583 35.2886 1.96314 2435.28 946.85
763 16 287.506 36.9077 1.98321 2433.48 943.9
764 16 286.598 38.5283 1.98902 2431.97 940.941
765 16 285.641 40.3502 2.01832 2430.38 937.613
766 16 284.48 41.8927 2.03444 2428.43 934.807
767 16 283.758 43.8081 2.06075 2427.25 931.298
768 16 282.259 45.1109 2.07789 2424.7 928.943
769 16 281.138 46.5533 2.08994 2422.81 926.319
770 16 280.185 48.3879 2.11122 2421.23 922.966
771 16 278.843 49.8434 2.14213 2418.96 920.323
772 16 278.113 51.7421 2.14011 2417.77 916.844
773 16 276.71 52.7916 2.16797 2415.38 914.953
774 16 275.515 54.5086 2.19105 2413.37 911.823
775 16 274.306 55.923 2.2143 2411.33 909.251
776 16 273.087 57.2138 2.22187 2409.26 906.908
777 16 271.476 58.608 2.24554 2406.52 904.386
778 16 270.396 60.1931 2.26553 2404.71 901.495
779 16 269.082 61.8617 2.28963 2402.49 898.456
780 16 267.466 63.0593 2.29744 2399.73 896.297
781 16 266.237 64.6757 2.33579 2397.67 893.351
782 16 264.569 66.0875 2.35619 2394.82 890.797
783 16 262.978 67.1404 2.35619 2392.1 888.903
784 16 261.557 68.6865 2.38844 2389.7 886.093
785 16 260.284 70.0719 2.40378 2387.54 883.575
786 16 258.906 71.4395 2.41994 2385.2 881.092
787 16 257.387 72.4924 2.42276 2382.6 879.195
788 16 255.923 73.9371 2.45586 2380.12 876.573
789 16 254.148 74.806 2.46685 2377.07 875.023
790 16 252.654 75.9394 2.48055 2374.51 872.976
791 16 251.037 77.2135 2.49809 2371.76 870.673
792 16 249.469 78.3561 2.52134 2369.07 868.611
793 16 247.66 79.2245 2.53931 2365.97 867.062
794 16 246.205 80.406 2.55359 2363.48 864.925
795 16 244.044 81.1756 2.58299 2359.76 863.57
796 16 242.586 82.3951 2.59594 2357.27 861.361
797 16 240.853 83.1257 2.61352 2354.29 860.065
798 16 239.026 84.4706 2.6292 2351.17 857.636
