470 22 1.57099449634552 0.7070367336273193 -0.02282837964594364 -0.010626518167555332 0.7067283987998962 2818 2892928
677 22 1.571090817451477 0.7070026397705078 -0.026819972321391106 -0.009995819069445133 0.7066314816474915 2685 2753930
884 22 1.570863962173462 0.7070828676223755 -0.016080522909760475 -0.008472112007439137 0.7068971395492554 2677 2738929
1092 22 1.5711394548416138 0.7069854736328125 -0.026469700038433075 -0.013833011500537395 0.7065971493721008 2693 2768927
1300 22 1.5712970495224 0.7069297432899475 -0.02184363082051277 -0.01092709694057703 0.7068620324134827 2691 2764930
1508 22 1.5710952281951904 0.7070010900497437 -0.027655893936753273 -0.009728695265948772 0.7066044807434082 2691 2758927
1714 22 1.5712062120437622 0.7069618701934814 -0.018968040123581886 -0.01201127003878355 0.7068952322006226 2659 2721927
1922 22 1.571121335029602 0.7069918513298035 -0.02686932682991028 -0.011461347341537476 0.7066181302070618 2683 2754928
2129 22 1.5710680484771729 0.7070106863975525 -0.020839042961597443 -0.007224016822874546 0.7068588137626648 2684 2746926
2337 22 1.5709959268569946 0.7070361971855164 -0.028046224266290665 -0.007865463383495808 0.7065771818161011 2681 2756927
2545 22 1.5713833570480347 0.7068992257118225 -0.017801592126488686 -0.015197904780507088 0.7069269418716431 2700 2777927
2752 22 1.571094274520874 0.7070014476776123 -0.024457016959786415 -0.008383212611079216 0.7067394256591797 2672 2734928
2959 22 1.571023941040039 0.7070263028144836 -0.018802933394908905 -0.00992643553763628 0.7068676352500916 2670 2733927
3167 22 1.571247935295105 0.7069470882415771 -0.028949204832315445 -0.00904995109885931 0.7066157460212708 2694 2764929
3375 22 1.571176290512085 0.7069724202156067 -0.016349632292985916 -0.009489820338785648 0.7069884538650513 2688 2757927
3582 22 1.5714356899261475 0.7068806886672974 -0.028381653130054474 -0.009824477136135101 0.7066949605941772 2676 2756927
3790 22 1.5709669589996338 0.7070464491844177 -0.02333677001297474 -0.00820297934114933 0.7067344784736633 2688 2759929
3997 22 1.571155309677124 0.7069798707962036 -0.029159193858504295 -0.005588734056800604 0.7066102027893066 2669 2736928
4203 22 1.5708162784576416 0.7070997357368469 -0.01515608374029398 -0.007508341688662767 0.706911563873291 2657 2718928
4410 22 1.5708223581314087 0.707097589969635 -0.026843497529625893 -0.014161375351250172 0.7064642906188965 2664 2725927
4619 22 1.5713635683059692 0.7069061994552612 -0.01945478469133377 -0.006615526974201202 0.7070087790489197 2711 2784928
4826 22 1.5713636875152588 0.7069061398506165 -0.028711965307593346 -0.008373021148145199 0.7066748142242432 2681 2752927
5035 22 1.5712250471115112 0.7069551944732666 -0.022197360172867775 -0.012392313219606876 0.7068013548851013 2714 2785927
5242 22 1.5710870027542114 0.7070040106773376 -0.027688143774867058 -0.008678657002747059 0.7066140174865723 2689 2754928
5450 22 1.5712424516677856 0.7069490551948547 -0.025871077552437782 -0.010428371839225292 0.7067142724990845 2697 2759929
5655 22 1.5711561441421509 0.7069795727729797 -0.03003630042076111 -0.014043138362467289 0.7064563035964966 2613 2678926
5861 22 1.570844054222107 0.707089900970459 -0.028706783428788185 -0.014595785178244114 0.7063900828361511 2615 2688929
6067 22 1.5714071989059448 0.7068907618522644 -0.022483259439468384 -0.012972397729754448 0.7068463563919067 2653 2723929
6275 22 1.5713732242584229 0.706902801990509 -0.02808770351111889 -0.011443275026977062 0.7066601514816284 2703 2773927
6482 22 1.5708768367767334 0.7070783376693726 -0.02271207422018051 -0.00857213232666254 0.7067184448242188 2676 2736929
6689 22 1.5710654258728027 0.7070116400718689 -0.02333790995180607 -0.011730176396667957 0.7067193984985352 2650 2719927
6897 22 1.5711338520050049 0.7069874405860901 -0.023314133286476135 -0.016535868868231773 0.7066482305526733 2675 2754926
7103 22 1.5708885192871094 0.7070741653442383 -0.029687335714697838 -0.010299928486347198 0.7064409852027893 2650 2725927
7308 22 1.5708749294281006 0.7070789933204651 -0.02508111111819744 -0.00970499124377966 0.7066229581832886 2598 2664927
7513 22 1.5708574056625366 0.7070851922035217 -0.030079971998929977 -0.0101581159979105 0.7064152956008911 2598 2656927
7724 22 1.5713717937469482 0.7069032788276672 -0.021865470334887505 -0.009078789502382278 0.706913948059082 2808 2881927
7928 22 1.5710467100143433 0.707018256187439 -0.030436651781201363 -0.011597156524658203 0.7064447999000549 2588 2645928
8128 22 1.5708168745040894 0.7070994973182678 -0.03418544679880142 -0.011003256775438786 0.7062015533447266 2425 2494928
